latitude,longitude,altitude_ft
51.5744,0.1398,10000.00032
51.5741,0.1418,10000.00032
51.5739,0.1427,10000.00032
51.5736,0.1446,10000.00032
51.5733,0.1468,10000.00032
51.5731,0.1485,10000.00032
51.5729,0.1503,10000.00032
51.5729,0.1519,10000.00032
51.5727,0.1541,10000.00032
51.5726,0.156,10000.00032
51.5726,0.1582,10000.00032
51.5726,0.1599,10000.00032
51.5727,0.1617,10000.00032
51.5727,0.1635,10000.00032
51.5728,0.1653,10000.00032
51.5729,0.1682,10000.00032
51.5766,0.2158,10000.00032
51.5769,0.2193,10000.00032
51.5774,0.2229,10000.00032
51.5776,0.2243,10000.00032
51.578,0.2269,10000.00032
51.5783,0.2284,10000.00032
51.5786,0.2299,10000.00032
51.579,0.2317,10000.00032
51.5794,0.2331,10000.00032
51.5803,0.2367,10000.00032
51.5808,0.2382,10000.00032
51.5814,0.2401,10000.00032
51.5816,0.2408,10000.00032
51.5822,0.2425,10000.00032
51.5831,0.2447,10000.00032
51.5837,0.2461,10000.00032
51.5843,0.2475,10000.00032
51.585,0.2489,10000.00032
51.5857,0.2503,10000.00032
51.5864,0.2515,10000.00032
51.5868,0.2522,10000.00032
51.5878,0.254,10000.00032
51.5885,0.2551,10000.00032
51.5894,0.2563,10000.00032
51.5902,0.2574,10000.00032
51.5909,0.2583,10000.00032
51.5918,0.2594,10000.00032
51.5926,0.2604,10000.00032
51.5936,0.2614,10000.00032
51.5944,0.2621,10000.00032
51.5954,0.2631,10000.00032
51.5966,0.2643,10000.00032
51.5971,0.2646,10000.00032
51.5985,0.2657,10000.00032
51.5996,0.2664,10000.00032
51.6004,0.2669,10000.00032
51.6015,0.2676,10000.00032
51.6026,0.2682,10000.00032
51.6035,0.2686,10000.00032
51.6041,0.2689,10000.00032
51.6053,0.2693,10000.00032
51.6064,0.2696,10000.00032
51.6076,0.27,10000.00032
51.6087,0.2703,10000.00032
51.6097,0.2705,10000.00032
51.6107,0.2706,10000.00032
51.6119,0.2707,10000.00032
51.6129,0.2707,10000.00032
51.6141,0.2707,10000.00032
51.6151,0.2706,10000.00032
51.6162,0.2706,10000.00032
51.6172,0.2704,10000.00032
51.6184,0.2702,8999.34412
51.6206,0.2696,8999.34412
51.6211,0.2694,8999.34412
51.6223,0.269,8999.34412
51.6233,0.2686,8999.34412
51.6243,0.2681,8999.34412
51.6249,0.2678,8999.34412
51.6265,0.2669,8999.34412
51.6276,0.2662,8999.34412
51.6286,0.2655,8999.34412
51.6292,0.265,8999.34412
51.6305,0.264,8999.34412
51.6313,0.2633,8999.34412
51.6324,0.2623,8999.34412
51.6333,0.2614,8999.34412
51.6342,0.2604,8999.34412
51.6351,0.2593,8999.34412
51.6361,0.2581,8999.34412
51.6369,0.2571,8999.34412
51.6376,0.2561,8999.34412
51.6384,0.2549,8999.34412
51.6391,0.2538,8999.34412
51.6398,0.2527,8999.34412
51.6408,0.2508,8999.34412
51.6415,0.2496,8999.34412
51.6421,0.2483,8999.34412
51.6428,0.2468,8999.34412
51.6434,0.2454,8999.34412
51.6444,0.2428,8999.34412
51.645,0.2414,8999.34412
51.6455,0.24,8999.34412
51.6461,0.2381,8999.34412
51.6466,0.2364,8999.34412
51.647,0.2348,8999.34412
51.6474,0.2333,8999.34412
51.6478,0.2315,8999.34412
51.6482,0.2299,8999.34412
51.6485,0.2282,8999.34412
51.6488,0.2265,8999.34412
51.6491,0.2247,8999.34412
51.6494,0.2222,8999.34412
51.6496,0.2203,8999.34412
51.6497,0.2193,8999.34412
51.6498,0.2174,8999.34412
51.6499,0.2155,8999.34412
51.65,0.2135,8999.34412
51.65,0.2118,8999.34412
51.65,0.2098,8999.34412
51.65,0.2078,8999.34412
51.6499,0.2058,8999.34412
51.6362,0.001,7998.68792
51.6076,-0.4673,7998.68792
51.6065,-0.4811,5997.37552
51.5971,-0.5723,5997.37552
51.5848,-0.6973,5997.37552
51.584,-0.7038,5997.37552
51.5832,-0.7091,5997.37552
51.5823,-0.7144,5997.37552
51.5793,-0.7292,5000.00016
51.5607,-0.8155,5000.00016
51.5599,-0.8186,5000.00016
51.5595,-0.8199,5000.00016
51.5591,-0.8214,5000.00016
51.5587,-0.8226,5000.00016
51.5582,-0.8239,5000.00016
51.5579,-0.8246,5000.00016
51.5573,-0.826,5000.00016
51.557,-0.8267,5000.00016
51.5561,-0.8287,5000.00016
51.5555,-0.8297,5000.00016
51.5548,-0.8308,5000.00016
51.5541,-0.8319,5000.00016
51.5533,-0.8331,5000.00016
51.5526,-0.834,5000.00016
51.5522,-0.8344,5000.00016
51.5515,-0.8354,5000.00016
51.5506,-0.8364,5000.00016
51.5495,-0.8374,5000.00016
51.5491,-0.8378,5000.00016
51.5481,-0.8385,5000.00016
51.5472,-0.8391,5000.00016
51.5463,-0.8397,5000.00016
51.5452,-0.8404,5000.00016
51.5446,-0.8407,5000.00016
51.5437,-0.8411,5000.00016
51.5426,-0.8414,5000.00016
51.5414,-0.8418,5000.00016
51.5405,-0.8421,5000.00016
51.5396,-0.8422,5000.00016
51.5391,-0.8423,5000.00016
51.538,-0.8424,5000.00016
51.5357,-0.8426,5000.00016
51.5342,-0.8426,5000.00016
51.5304,-0.8426,3999.34396
51.5208,-0.8421,3999.34396
51.507,-0.8409,3999.34396
51.5055,-0.8406,3999.34396
51.5045,-0.8404,3999.34396
51.5035,-0.8401,3999.34396
51.5026,-0.8397,3999.34396
51.5017,-0.8393,3999.34396
51.5006,-0.8388,3999.34396
51.4999,-0.8384,3999.34396
51.499,-0.8378,3999.34396
51.4981,-0.8372,3999.34396
51.4972,-0.8364,3999.34396
51.4961,-0.8355,3999.34396
51.4953,-0.8347,3999.34396
51.4945,-0.8338,3999.34396
51.4941,-0.8333,3999.34396
51.493,-0.8319,3999.34396
51.4924,-0.8311,3999.34396
51.4917,-0.83,3999.34396
51.491,-0.8289,3999.34396
51.4906,-0.8282,3999.34396
51.4897,-0.8265,3999.34396
51.4894,-0.8258,3999.34396
51.4888,-0.8245,3999.34396
51.4882,-0.8232,3999.34396
51.4872,-0.8208,3999.34396
51.4862,-0.8181,3999.34396
51.4848,-0.814,3999.34396
51.4802,-0.7997,3999.34396
51.4794,-0.7972,3999.34396
51.479,-0.7957,3999.34396
51.4787,-0.7946,3999.34396
51.4784,-0.7931,3999.34396
51.4781,-0.7916,3999.34396
51.4779,-0.7902,2998.68776
51.4777,-0.7888,2998.68776
51.4776,-0.7875,2998.68776
51.4774,-0.786,3999.34396
51.4773,-0.7846,3999.34396
51.4772,-0.7832,3999.34396
51.4772,-0.7819,3999.34396
51.477,-0.7776,2998.68776
51.4766,-0.6944,1998.03156
51.477,-0.613,997.37536
51.4774,-0.5305,0.0
51.4774,-0.5028,0.0
